1418866331,your song,日语|ACG|治愈
421807900,空気椅子,日语|ACG|治愈
475541,breeze,轻音乐|夜晚|安静
475563,shizukana umi,轻音乐|夜晚|安静
4064247,A Minute For The Beginning,轻音乐|夜晚|安静
4064255,A Minute For The End,轻音乐|夜晚|安静
19498811,Gusts of Wind Blowing in Different Directions,轻音乐|夜晚|安静
408140418,Buddhists,轻音乐|夜晚|安静
4064273,Light,轻音乐|夜晚|安静
408140415,Quiet,轻音乐|夜晚|安静
4064279,Mélancolie,轻音乐|夜晚|安静
3204370,wa1c oo,轻音乐|夜晚|安静
1060914,"Nocturne No. 2 in E Flat Major, Op. 9, No. 2",古典|下午茶|学习
1060910,"Nocturne No. 1 in B Flat Minor, Op. 9, No. 1",古典|下午茶|学习
1501797,Arioso,古典|下午茶|学习
1091088,canon in d,古典|下午茶|学习
22538955,Moon River (Silver Screen Classics Album Version),古典|下午茶|学习
1145380,Clair de Lune (from Suite Bergamasque),古典|下午茶|学习
25830169,嘉沃特舞曲,古典|下午茶|学习
2049751995,Ave Maria D.839,古典|下午茶|学习
5105959,Salut D’amour Op. 12,古典|下午茶|学习
1501811,Traumerei,古典|下午茶|学习
202369,画,华语|流行|民谣
35090368,海,华语|流行|民谣
429769229,月,华语|流行|民谣
436514312,成都,华语|流行|民谣
1336010733,出发,华语|流行|民谣
1336856777,我曾,华语|流行|民谣
445505961,一座,华语|流行|民谣
28656170,你们,华语|流行|民谣
450567505,旧词,华语|流行|民谣
409650012,相守,华语|流行|民谣
28959219,Country Nation,乡村|旅行|驾车
3407179,Rock This Country!,乡村|旅行|驾车
432698847,Vinyl,乡村|旅行|驾车
35847270,Think of You,乡村|旅行|驾车
18641838,Whatcha Reckon,乡村|旅行|驾车
17485724,Ready to Run,乡村|旅行|驾车
22585719,Precious Memories,乡村|旅行|驾车
2423360,I Will Always Love You,乡村|旅行|驾车
19307147,What If She's An Angel,乡村|旅行|驾车
26221035,Highway Don't Care,乡村|旅行|驾车
26282999,fever,爵士|欧美|酒吧
3248683,Crazy (Single Version),爵士|欧美|酒吧
17344493,Spooky,爵士|欧美|酒吧
17372144,Lovin' You,爵士|欧美|酒吧
18212755,Sympathique,爵士|欧美|酒吧
18177058,Jardin d'hiver,爵士|欧美|酒吧
3164322,New York City,爵士|欧美|酒吧
18383574,La Vie En Rose,爵士|欧美|酒吧
5048932,Mondo Bongo,爵士|欧美|酒吧
4899198,Dernière valse,爵士|欧美|酒吧
1385097822,The Swan,爵士|放松|欧美
21693105,But Beautiful,爵士|放松|欧美
16872866,"Porgy (I Loves You, Porgy) (Live At The Village Vanguard, New York, NY, USA / 1961)",爵士|放松|欧美
1385098555,I Stepped Into a Dream,爵士|放松|欧美
21527114,Don't Worry About Me,爵士|放松|欧美
1385098557,Tell Me How You Glide,爵士|放松|欧美
1616681,One Day I'll Fly Away,爵士|放松|欧美
21388629,When Summer Comes (Live),爵士|放松|欧美
28661464,My Old Flame,爵士|放松|欧美
21527111,Where Or When,爵士|放松|欧美
4346235,Ø,后摇|钢琴|另类/独立
2591047,Flee,后摇|钢琴|另类/独立
1206866,Rain,后摇|钢琴|另类/独立
4304382,Hills,后摇|钢琴|另类/独立
1346504,Lamb,后摇|钢琴|另类/独立
28987637,Volga,后摇|钢琴|另类/独立
6560288,Bright,后摇|钢琴|另类/独立
4232590,Jonah,后摇|钢琴|另类/独立
26471803,Lovers,后摇|钢琴|另类/独立
28029664,kanata,后摇|钢琴|另类/独立
22006156,"Piano Concerto No. 23 in A Major, K. 488:II. Adagio",古典|轻音乐|治愈
31260307,3 Old Viennese Dances:II. Liebesleid,古典|轻音乐|治愈
5276807,悲怆奏鸣曲,古典|轻音乐|治愈
82359,"Andantino in E-Flat Major, K. 236",古典|轻音乐|治愈
667069,"Piano Sonata No.1 in C, K.279:2. Andante",古典|轻音乐|治愈
27202681,Moonlight Sonata,古典|轻音乐|治愈
115055,"Piano Sonata No.10 In C Major, K.330:2. Andante cantabile",古典|轻音乐|治愈
1374348,Variations on the Kanon By Pachelbel,古典|轻音乐|治愈
128163,离别曲,古典|轻音乐|治愈
5276818,小星星变奏曲,古典|轻音乐|治愈
3951888,Red Necks,欧美|摇滚|快乐
1409394527,Scrawny,欧美|摇滚|快乐
16880812,It Could Be You (2012 Remaster),欧美|摇滚|快乐
21969941,Sugar Girl,欧美|摇滚|快乐
3950872,The Wassailing Song (Andy Partridge Versions),欧美|摇滚|快乐
1476674105,Pink,欧美|摇滚|快乐
31246695,Ong Ong,欧美|摇滚|快乐
18536219,No-No Song,欧美|摇滚|快乐
21715511,Puzzle Pieces,欧美|摇滚|快乐
410846168,Faithless the Wonder Boy,欧美|摇滚|快乐
1156466,Smoke Gets in Your Eyes,欧美|爵士|酒吧
1383916,Night Lights (1963 Version),欧美|爵士|酒吧
21335867,Flamenco Sketches,欧美|爵士|酒吧
1027371,My One and Only Love,欧美|爵士|酒吧
1658974,Stardust,欧美|爵士|酒吧
1227390,My Little Brown Book,欧美|爵士|酒吧
16635637,When I Fall In Love,欧美|爵士|酒吧
5022086,Little Girl Blue [#],欧美|爵士|酒吧
2299986,"It's Been a Long, Long Time",欧美|爵士|酒吧
1465776,Easy Living (Album Version),欧美|爵士|酒吧
5165666,Creep,爵士|欧美
19027628,Every Breath You Take,爵士|欧美
25016832,Smoke on the Water,爵士|欧美
562819902,Live Forever,爵士|欧美
554034923,Girls and Boys,爵士|欧美
25279677,Wonderwall,爵士|欧美
5119513,Don't Cry,爵士|欧美
5109719,Smells Like Teen Spirit,爵士|欧美
5119536,(I Can't Get No) Satisfaction,爵士|欧美
5109708,Boys Don't Cry,爵士|欧美
5308068,비오는 소리 (Intro),轻音乐|放松|安静
35032655,「3D雷雨助眠」Good Night Lullaby,轻音乐|放松|安静
33933040,여름비 (7月),轻音乐|放松|安静
5330912,I Need You (Rain Day),轻音乐|放松|安静
550144,Rainy Mood,轻音乐|放松|安静
603899,雨,轻音乐|放松|安静
29137872,ζ,轻音乐|放松|安静
29713218,rain,轻音乐|放松|安静
139206,雨空,轻音乐|放松|安静
5392068,Intro,轻音乐|放松|安静
1934618,Scarborough Fair / Canticle,民谣|欧美|怀旧
2004435,Try to Remember,民谣|欧美|怀旧
1215678,Vincent,民谣|欧美|怀旧
17992646,Changes,民谣|欧美|怀旧
18855067,Diamonds And Rust,民谣|欧美|怀旧
5057793,You Belong To Me,民谣|欧美|怀旧
5191763,The Other Side Of The Sun,民谣|欧美|怀旧
22088505,Blowin' in the Wind,民谣|欧美|怀旧
5113327,The Sound Of Silence,民谣|欧美|怀旧
3405119,Always You,民谣|欧美|怀旧
3123086,Cottage for Sale,欧美|酒吧|爵士
568374276,The Very Thought of You,欧美|酒吧|爵士
1142809,My Funny Valentine,欧美|酒吧|爵士
2781436,Make Love to Me,欧美|酒吧|爵士
17374675,It Had To Be You,欧美|酒吧|爵士
5047598,the Way You Look Tonight,欧美|酒吧|爵士
22472821,Can't We Be Friends?,欧美|酒吧|爵士
27456157,Lover Man,欧美|酒吧|爵士
2431659,Smoke Gets In Your Eyes,欧美|酒吧|爵士
1649082,What A Wonderful World (Single Version),欧美|酒吧|爵士
27548281,歌に形はないけれど,日语|ACG|翻唱
31134451,心做し,日语|ACG|翻唱
29922945,WAVE,日语|ACG|翻唱
27602839,ピエロ,日语|ACG|翻唱
30245014,ダヴィンチの告白,日语|ACG|翻唱
427419509,可愛くなりたい,日语|ACG|翻唱
445844962,隨心所欲Mercy,日语|ACG|翻唱
4884864,僕らのつづき,日语|ACG|翻唱
29747568,Rolling Girl,日语|ACG|翻唱
29046094,四季刻歌,日语|ACG|翻唱
21183819,"Piano Concerto No.1 In b Flat Minor Op.23 TH.55:1. Allegro non troppo e molto maestoso - Allegro con spirito (Live At Philharmonie, Berlin / 1994)",古典|工作|学习
21183820,"Piano Concerto No.1 In b Flat Minor Op.23 TH.55:2. Andantino semplice - Prestissimo - Tempo I (Live At Philharmonie, Berlin / 1994)",古典|工作|学习
21183821,"Piano Concerto No.1 In b Flat Minor Op.23 TH.55:3. Allegro con fuoco (Live At Philharmonie, Berlin / 1994)",古典|工作|学习
22340575,"Symphony No. 40 in G Minor, K. 550:I. Molto allegro",古典|工作|学习
22340576,"Symphony No. 40 in G Minor, K. 550:II. Andante",古典|工作|学习
22340577,"Symphony No. 40 in G Minor, K. 550:III. Menuetto. Allegretto",古典|工作|学习
22340578,"Symphony No. 40 in G Minor, K. 550:IV. Allegro assai",古典|工作|学习
2703738,"Violin Concerto in D Major, Op. 77:I. Allegro non troppo",古典|工作|学习
2703742,"Violin Concerto in D Major, Op. 77:II. Adagio",古典|工作|学习
2703744,"Violin Concerto in D Major, Op. 77:III. Allegro giocoso, ma non troppo vivace",古典|工作|学习
35310154,Peace Of Mind,电子|夜晚|孤独
30375354,Still,电子|夜晚|孤独
32924053,You Don't Have To,电子|夜晚|孤独
417833675,Flower of the North,电子|夜晚|孤独
478736122,Spirit,电子|夜晚|孤独
38018486,Collapsing World,电子|夜晚|孤独
35497894,The Garden of Escapism,电子|夜晚|孤独
417833674,Fireflies,电子|夜晚|孤独
29312069,Temple of Light,电子|夜晚|孤独
32574634,I Need You,电子|夜晚|孤独
280551,L-O-V-E,Bossa Nova|爵士|拉丁
22582246,Aquela,Bossa Nova|爵士|拉丁
22254227,Sá Marina,Bossa Nova|爵士|拉丁
1961271805,the perfect pair,Bossa Nova|爵士|拉丁
5179669,Jardin D'hiver,Bossa Nova|爵士|拉丁
3313492,Kinky Love,Bossa Nova|爵士|拉丁
22064606,"Quando, Quando, Quando (with Nelly Furtado)",Bossa Nova|爵士|拉丁
29816434,Bossa Réal,Bossa Nova|爵士|拉丁
27088295,Cuando Me Enamoro,Bossa Nova|爵士|拉丁
25699062,Tikiville,Bossa Nova|爵士|拉丁
34613812,砕月,轻音乐|钢琴|ACG
774480,宴,轻音乐|钢琴|ACG
802536,红楼,轻音乐|钢琴|ACG
34367059,諷詠,轻音乐|钢琴|ACG
852438,砕月,轻音乐|钢琴|ACG
34613811,戦迅,轻音乐|钢琴|ACG
28230960,砕月,轻音乐|钢琴|ACG
27692037,寂風,轻音乐|钢琴|ACG
774461,夜风,轻音乐|钢琴|ACG
774422,终焉,轻音乐|钢琴|ACG
26736339,Hoping (Herbert's High Dub),电子|欧美|酒吧
30355936,Celestial Blues (The Avener Rework),电子|欧美|酒吧
26322486,Always Like This,电子|欧美|酒吧
17829256,Noodle Soup,电子|欧美|酒吧
27748512,Street Life (Original Mix),电子|欧美|酒吧
29456246,Please Don't Take Me Home,电子|欧美|酒吧
23435807,Peaceful Dawn (Kai Urig Remix),电子|欧美|酒吧
28248640,Give You Up (Darius Remix) [feat. KLP],电子|欧美|酒吧
409060859,Losing Sleep (Blank & Jones Remix),电子|欧美|酒吧
29008037,Fade Out Lines,电子|欧美|酒吧
439646488,归园田居,华语|古风|浪漫
466983594,陶然四季（Cover 橙翼）,华语|古风|浪漫
31066350,山水闲人,华语|古风|浪漫
38574421,古旧人间,华语|古风|浪漫
556204026,岁闲青山,华语|古风|浪漫
28188427,棠梨煎雪,华语|古风|浪漫
413830478,如怀尺璧,华语|古风|浪漫
28765208,松烟入墨,华语|古风|浪漫
461088103,锦瑟长思,华语|古风|浪漫
32922246,烟雨行舟,华语|古风|浪漫
4226257,Wonderwall,欧美|摇滚|英伦
4226232,Don't Look Back In Anger,欧美|摇滚|英伦
17822820,Supersonic,欧美|摇滚|英伦
4225938,Stand by Me,欧美|摇滚|英伦
4225537,Stop Crying Your Heart Out,欧美|摇滚|英伦
16880953,London Loves (2012 Remaster),欧美|摇滚|英伦
16880871,Sunday Sunday (2012 Remaster),欧美|摇滚|英伦
3951475,Coffee & TV (Radio Edit),欧美|摇滚|英伦
3952710,When The Cows Come Home,欧美|摇滚|英伦
16880805,Best Days (2012 Remaster),欧美|摇滚|英伦
1348688293,☾,安静|轻音乐|器乐
1416430733,=̴̶̷̤̄,安静|轻音乐|器乐
29137872,ζ,安静|轻音乐|器乐
29137871,η,安静|轻音乐|器乐
1806854425,☾,安静|轻音乐|器乐
28699005,K.,安静|轻音乐|器乐
471986831,The World Is Asleep,安静|轻音乐|器乐
1442191755,ɪsᴏʟᴀᴛɪᴏɴ,安静|轻音乐|器乐
18057484,Threnody,安静|轻音乐|器乐
28226052,Song On The Beach,安静|轻音乐|器乐
512131531,守護霊,日语|电子|ACG
1343016814,白猫海賊船,日语|电子|ACG
515452664,曖昧トリップ,日语|电子|ACG
483242395,Peppermint Lips,日语|电子|ACG
478029466,走馬灯ラビリンス,日语|电子|ACG
1484336476,恋のうた (feat. 由崎司),日语|电子|ACG
1348722587,シュガーコート・ドリーム,日语|电子|ACG
1498555371,スイーツランド・パラドックス,日语|电子|ACG
424262056,インドア系ならトラックメイカー,日语|电子|ACG
461124817,ぱられループ を歌ってみた (Jeku remix),日语|电子|ACG
1293032,Starlight Memories,轻音乐|钢琴|New Age
19934763,Before Dawn,轻音乐|钢琴|New Age
625671,火宵の月・テーマ~ピアノソロ,轻音乐|钢琴|New Age
5302519,Farewell on a Spring Day-Goodbye,轻音乐|钢琴|New Age
4010884,4u,轻音乐|钢琴|New Age
5326483,가슴이 사랑을 알아갑니다,轻音乐|钢琴|New Age
1645108,Born a Stranger,轻音乐|钢琴|New Age
29133639,Dear Mama,轻音乐|钢琴|New Age
34364411,Truth Vibrations,轻音乐|钢琴|New Age
31134621,《瞬间的永恒》夜色钢琴曲,轻音乐|钢琴|New Age
447925059,阿刁,华语|民谣|治愈
26494698,米店,华语|民谣|治愈
504505986,旧事,华语|民谣|治愈
32957955,逝年,华语|民谣|治愈
543608245,佐茶语,华语|民谣|治愈
29414460,往事只能回味,华语|民谣|治愈
447683909,生命的意义,华语|民谣|治愈
148868,在小时候的黄昏见,华语|民谣|治愈
33166601,唱给自己的歌,华语|民谣|治愈
453569179,自然与你有关,华语|民谣|治愈
451319227,City,轻音乐|清新|安静
453843751,Where are you,轻音乐|清新|安静
22829933,Kiss The Rain 비를 맞다,轻音乐|清新|安静
430685732,Rain after Summer,轻音乐|清新|安静
458696351,Cold Rain,轻音乐|清新|安静
504264247,nagashi,轻音乐|清新|安静
493950499,The rain,轻音乐|清新|安静
496774187,Feeling The Rain,轻音乐|清新|安静
1341912654,Rainy Blue (蓝色阴雨),轻音乐|清新|安静
865674005,雨,轻音乐|清新|安静
1234865,Salty Sailor,民谣|游戏|ACG
26220192,まつりのうた,民谣|游戏|ACG
26220169,しっぽとダンス,民谣|游戏|ACG
574925081,Bring It On Home,民谣|游戏|ACG
38358396,北欧烈火と猛吹雪,民谣|游戏|ACG
33891256,わちゃワチャWACHA,民谣|游戏|ACG
574925117,Rumble in the Streets,民谣|游戏|ACG
32063389,"Drink Up, There’s More!",民谣|游戏|ACG
17949108,Rakes of Kildare / Swallow's Nest,民谣|游戏|ACG
416011546,The Musty Scent of Fresh Pâté,民谣|游戏|ACG
28357886,"Concerto No. 4 in F minor, Op. 8, RV 297, ""L'inverno"" (Winter): II. Largo",古典|放松|器乐
5105895,The Four Seasons (Spring):1. Allegro,古典|放松|器乐
5160803,维瓦尔第:《和谐的灵感》第八号-快板《一九七三年的弹子球》,古典|放松|器乐
27256783,"Xerxes, HWV 40:Largo (''Ombra mai fu'')",古典|放松|器乐
27256825,"The Messiah, HWV 56:Hallelujah Chorus",古典|放松|器乐
5057458,"Air -Suite No. 3 In D Major, Bwv 1068",古典|放松|器乐
22517186,"Harpsichord Concerto No. 2 in E Major, BWV 1053:I. —",古典|放松|器乐
27471609,"Cello Suite No. 1 in G Major, BWV 1007:I. Prelude",古典|放松|器乐
26883017,"Air For The ""G"" String",古典|放松|器乐
29803725,"Keyboard Sonata in G Major, Hob. XVI:8: I. Allegro",古典|放松|器乐
2005218684,揽月,华语|古风|流行
1951980693,艳,华语|古风|流行
1978759257,再点一炉香,华语|古风|流行
1949353451,阿苏,华语|古风|流行
1891431677,武家坡2021,华语|古风|流行
1964850580,我本将心向明月,华语|古风|流行
1951069525,精卫,华语|古风|流行
1939227363,春雪采耳,华语|古风|流行
1993067247,月下,华语|古风|流行
1886985936,澜 (Produced by Groovemiki),华语|古风|流行
202369,画,华语|民谣|孤独
35090368,海,华语|民谣|孤独
28310930,涩,华语|民谣|孤独
526733895,寄,华语|民谣|孤独
521612317,熬,华语|民谣|孤独
410714658,瞬,华语|民谣|孤独
429769229,月,华语|民谣|孤独
407761576,儿时,华语|民谣|孤独
32957955,逝年,华语|民谣|孤独
449577773,临客,华语|民谣|孤独
784555,孤独,轻音乐|伤感|ACG
530479,山霞,轻音乐|伤感|ACG
541233,慕情,轻音乐|伤感|ACG
541265,哀歌,轻音乐|伤感|ACG
26215027,追憶,轻音乐|伤感|ACG
636760,追想,轻音乐|伤感|ACG
33469768,夕暮れ,轻音乐|伤感|ACG
30569548,隠り江,轻音乐|伤感|ACG
30569547,残り紅,轻音乐|伤感|ACG
469772,「籠のなか」,轻音乐|伤感|ACG
41666363,それがあなたの幸せとしても (カバー),日语|治愈
41666353,雨き声残響 (カバー),日语|治愈
1358505678,君の脈で踊りたかった（翻自 ピコン）,日语|治愈
428591291,言葉は風船,日语|治愈
538290027,春愁,日语|治愈
561307164,ハレハレヤ,日语|治愈
445781493,梦灯笼,日语|治愈
41666354,ひまわりの約束 (カバー),日语|治愈
35845175,アスノヨゾラ哨戒班,日语|治愈
1325898758,命に嫌われている,日语|治愈
28470912,Our Conversations,欧美|民谣|治愈
28402228,Going Home,欧美|民谣|治愈
27323072,Helganga,欧美|民谣|治愈
32451250,Empire,欧美|民谣|治愈
2922574,Suicide Is Painless,欧美|民谣|治愈
4281830,Lost Watch,欧美|民谣|治愈
28143752,Dirty Paws,欧美|民谣|治愈
3945647,Sunday Morning,欧美|民谣|治愈
4281821,Owl Waltz,欧美|民谣|治愈
2070212,Dypt Inne I Skogen,欧美|民谣|治愈
532931,彼岸花,ACG|轻音乐|伤感
536622718,別離,ACG|轻音乐|伤感
706214,里帰り,ACG|轻音乐|伤感
533063,地狱少女,ACG|轻音乐|伤感
536570735,約束の花,ACG|轻音乐|伤感
4928431,惨劇の記憶,ACG|轻音乐|伤感
26111688,花が散る世界,ACG|轻音乐|伤感
4971479,ここは侍の国だ,ACG|轻音乐|伤感
533155,蜘蛛と老婆と少女,ACG|轻音乐|伤感
22790286,運命の夜 -piano ver.-,ACG|轻音乐|伤感
740558,今晩はお月さん,日语|民谣|夜晚
26133345,三日月の夜,日语|民谣|夜晚
740611,明日の朝には,日语|民谣|夜晚
587778,クルマレテ,日语|民谣|夜晚
796919,呼んでるね,日语|民谣|夜晚
28461702,猫になりたい,日语|民谣|夜晚
694106,会いたい言葉,日语|民谣|夜晚
569617,キンモクセイ,日语|民谣|夜晚
482001,圏内の歌,日语|民谣|夜晚
27804985,夜と虹色,日语|民谣|夜晚
22088510,A Hard Rain's A-Gonna Fall,经典|欧美|怀旧
1821488,The Sound of Silence,经典|欧美|怀旧
5057820,Lonesome Town,经典|欧美|怀旧
1215678,Vincent,经典|欧美|怀旧
1299217,Tears in Heaven,经典|欧美|怀旧
21270787,Pink Moon,经典|欧美|怀旧
1475050,Oh My Love,经典|欧美|怀旧
20175107,Train Of Love,经典|欧美|怀旧
5042227,A Whiter Shade Of Pale,经典|欧美|怀旧
1646740,Coney Island Baby,经典|欧美|怀旧
1529633,To Train Together,影视原声|钢琴|欧美
1648647,Una Mattina,影视原声|钢琴|欧美
1012226,Main Title,影视原声|钢琴|欧美
5027096,Playing Love (Piano Version),影视原声|钢琴|欧美
16336963,Evgeni's Waltz,影视原声|钢琴|欧美
5029846,Cinema Paradiso,影视原声|钢琴|欧美
25714114,Travel To Edinburgh,影视原声|钢琴|欧美
26484494,"Still There, Still There",影视原声|钢琴|欧美
27810028,The About Time Theme,影视原声|钢琴|欧美
1717198,The Heart Asks Pleasure First,影视原声|钢琴|欧美
18099908,Call It Rock N' Roll,欧美|摇滚|驾车
20535546,Sick For The Cure,欧美|摇滚|驾车
3312174,Cum on Feel the Noize,欧美|摇滚|驾车
2436431,Coming Of Age,欧美|摇滚|驾车
26275495,Hot Blooded,欧美|摇滚|驾车
16507984,"Blonde, Bad And Beautiful",欧美|摇滚|驾车
17278473,Bullets in the Sky,欧美|摇滚|驾车
1489208,You've Got Another Thing Comin',欧美|摇滚|驾车
27955270,Lit Up,欧美|摇滚|驾车
26609781,Don't Stop,欧美|摇滚|驾车
506520164,You,日语|电子|ACG
416552614,She,日语|电子|ACG
411500427,kitty,日语|电子|ACG
495800328,LIKE,日语|电子|ACG
447280094,Akiba,日语|电子|ACG
485347176,Blush,日语|电子|ACG
407677562,Cocoa,日语|电子|ACG
431855415,Stargirl,日语|电子|ACG
409941728,Whispy,日语|电子|ACG
471968484,I'm OK?,日语|电子|ACG
419250418,きみにとどけ,日语|治愈|ACG
571336152,明日への扉,日语|治愈|ACG
1941266022,可愛くなりたい,日语|治愈|ACG
442589231,Because of,日语|治愈|ACG
30070747,私の言葉,日语|治愈|ACG
454224285,バレンタインキッス,日语|治愈|ACG
31311158,リカバーデコレーション,日语|治愈|ACG
27907057,瞳からスノー,日语|治愈|ACG
1474374811,空色サロン,日语|治愈|ACG
1474374809,ボトルシップの旅,日语|治愈|ACG
21965018,Cruising California (Bumpin' In My Trunk),欧美|摇滚|朋克
16472489,Time-Bomb,欧美|摇滚|朋克
2026900,Teenage Kicks,欧美|摇滚|朋克
2140473,Tokyo Sunrise,欧美|摇滚|朋克
17451784,Rich Kids,欧美|摇滚|朋克
22064213,Surrender,欧美|摇滚|朋克
22458881,Liquid Confidence (Nothing To Lose),欧美|摇滚|朋克
28949053,One Bedroom,欧美|摇滚|朋克
18065980,Tell Me,欧美|摇滚|朋克
19563841,The 59 Sound,欧美|摇滚|朋克
689636,過ぎ去りし夏,轻音乐|日语|ACG
730806,日陰と帽子と風鈴と,轻音乐|日语|ACG
691506,秋姉妹のなく頃に in the autumn sky,轻音乐|日语|ACG
874229,さくらの季節,轻音乐|日语|ACG
730861,メグリネ,轻音乐|日语|ACG
22724729,流光 (Music Box),轻音乐|日语|ACG
730631,歳月-雲流れ-,轻音乐|日语|ACG
391119,萤火虫之舞,轻音乐|日语|ACG
