【摇曳着的优雅与浪漫】三步华尔兹,406761044
国风民谣 |满堂花醉三千客，一剑霜寒十四州,2331136477
电影中的钢琴曲｜最会讲故事¹,461600464
『学霸模式』让音乐来陪伴一天的学习,2708862630
蓝草选集 I 触碰三月暖阳，哼唱轻快小调,310372396
倾吐隐秘情绪｜百位R&amp;B歌手精选,2936255937
电影中的钢琴曲丨恋语哼唱，佳片有约,2407040250
冰気电子 ' 沉溺于绮旷的荒芜之境,502767290
KPOP女团随舞 | 尽情绽放年轻的生命力,8659211986
新古典集 I 三滴空明，庆赏无厌,579730540
超带感骑行音乐无限循环公路党狂飙,48293091
复古派对|一起跳欢乐的舞蹈吗,2423552205
我听欧美民谣的美好时光,34254526
心动R&amp;B：快乐鼓点 带点可愛甜蜜的味道,8734621991
不得了！这些英文歌的热评信息量好大……,645384312
那些只听前奏就中毒的英文歌,37432514
氛围R&amp;B：浪漫血型 R&amp;B血型人的每日必听曲,8656474505
「后摇」一只孤独的巨兽在深海里呼喊,509265479
「星轨旋律」揽下整个星空的纯音乐,995552555
『元气日系』今日限定，本人全糖去冰,8661217357
童话风电子｜异世界环游，糖果与幻想,4992498533
『踏歌长行』仙剑＆古剑音乐分类排名盘点,88193751
美国说唱史上最伟大的100位歌手。,128251515
节拍之心：说唱音乐中的鼓点传说,8664681756
电影配乐中的古典乐章｜正声雅音,413889091
古典音樂史上最優美的夜曲与小夜曲,171967885
日语‖那些听着都忍不住唱起来的歌曲,6964362443
宝藏乐队｜走进缤纷的另类世界。,8737049182
玫瑰全都给你 可不可以把你给我？,2097947168
【毒】开口沉醉，迷失于这女声,134606748
『阿卡贝拉』换种方式演绎欧美热单,160065334
弦声摇曳&amp;魅影婆娑——悲泣的提琴之魂,514033019
古典音乐是如何命名编排的？,2671752276
「华语流行」耳机中的完美旋律,8757347535
东斯拉夫丨后苏联时代后朋冷潮的复古美学,5073767626
乐团世代丨台湾乐团编年史（1980-2021）,6620660821
电影中的绝美女声哼唱｜空灵震撼,398102011
琉球暖风伴清酒，日本岛呗艺术家大赏,2140965208
评论过万的英文歌与潜力股,75182300
钢琴摇滚 I 浪子赠予诗人的一纸情书,374687888
Bossa Nova惬意的下午茶时光,2128071807
【民谣盛宴】100首必听欧美民谣,311692545
「Smooth Jazz」柔顺爵士，都市悠闲,2283573424
钢琴前奏｜清新静谧的舒适体验,2031723550
【日系女声】俏皮节奏配上撩人声线,5009191099
欧陆千年——读欧洲史时听这些,311867735
[ 运动音乐 ] 脂肪与美貌不可兼得,24344383
"日系jazz hiphop,鼓点里的浪漫气息",437360812
爵士与散步可兼得,605499971
全球最动听的法语歌,4241903
“你应该是洒脱的 自由的 勇敢的”,8445348555
小众系｜宝岛台湾的温柔海风,6655442283
「所以生命啊，它苦涩如歌。」,6612616283
浪漫星空物语☆空灵嗓音与星辰旋律,5062223334
『英伦女声』遗世而独立的不列颠玫瑰,2962407224
"夏日,花火|从那年的打上花火听起",8645405612
City Pop丨霓虹之都的浪漫旋律❤,5028486868
中文R&amp;B｜慵懒治愈｜满分松弛感,8790920897
欧美说唱 | 百变flow纵享丝滑,8377288379
治愈释怀｜听够一万遍 就释怀吧,8773360268
叹古惜史｜回首历史浮梦，唯剩感慨万千,5354241605
三字词牌集●红笺小字 说尽平生意,2252564543
当春风吹进民谣里【欧美篇】,53558869
California vibes｜公路旅行兜风 浪漫自由,8552114446
「PB-R&amp;B 」另类迷幻的空灵音律。,932176943
欧美氛围R&amp;B ｜ 听节奏布鲁斯才是正经事,8171148265
情绪说唱｜小众旋律狠货,8695517048
青春的记忆|九十年代最好听的100首歌,4887974807
300支后摇乐队，300种感性共鸣,390783436
华语 | 你就像云捉摸不定，忽远又忽近,8757289575
潮牌店BGM/东山口/安福路/太古里,8157041911
100位欧美90后歌手：他们把青春给了音乐,733122887
给我一把弹不累的吉他,69571731
Relaxing Songs | 下班后与音乐一起归家吧,8813338657
软萌合唱｜让可愛治愈这个世界,473445872
狂想.奔放.动感.突然想学西语了！✌️,730705552
浪漫氛围感｜浸于R&amp;B的极致浪漫氛围中,8790921098
氛围后摇 | 被孤立的鲸 偶遇坠入海底的星,6852909267
【韩语】一秒沦陷的心动 开口跪&amp;前奏控,8660147172
低饱和R&amp;B：暧昧烂漫的气味☪,7730888978
温柔的摇滚吟颂者,32471960
东瀛 1980s 都市流行时光机丨City Pop,5483718802
【日系】献给一个“你未邂逅一个女生”,4987442569
情绪避难所：把自己流放到世界某个角落,8722924322
怀旧金曲丨那些原唱是日语的经典老歌,5028497628
经典老歌，久听不厌,988690134
「造语歌」穿透灵魂 如唱诗般空灵唯美♪,382291922
Country | 自驾旅行，赏乡野风情,2774009329
倾听自然 · 海之遐想,819618896
致郁纯音丨那些用符号编织的梦境,5056460435
【戏腔专题】伶人入画，一生天涯,83942307
华语R&amp;B｜把生活调成自己喜欢的频道,8787317188
【华语流行】微风与日落是极其浪漫,8757356275
R&amp;B｜当代年轻人的耳机旋律,7836463743
東方抒情集：一梦华胥 永眠不散之宴,2003672301
欧美节奏 | 节奏感满满的欧美歌曲,5017523744
提琴后摇 I 颅内盛宴，思绪狂欢,382716015
「卧室氛围感」慵懒舒适chill 惬意又浪漫゜,8157963709
心驰神往，欧洲中古风格民谣,6185746
情歌R&amp;B｜萦绕耳畔的浪漫絮语,8213357610
『欧美R&amp;B Trap』沉浸式抓耳旋律说唱,8245517881
「四夜人集合！」夜鹿 真夜中 夜游 可惜夜,7703720227
日落人间｜傍晚 海风与后视镜里的晚霞,8638320116
乐器之王——钢琴 | 从古至今的指尖魅力,644943140
R&amp;B氛围｜被多巴胺旋律围绕的质感女孩,8784999411
游戏专用PHONK∥天才见我门槛,8556312033
0.8x 可以回头看 但不可以回头走,8679505101
欧美R&amp;B||沉浸于丝滑复古的灵魂旋律.,6841321530
节奏控 | 戴上耳机世界都是你的,8780598793
少女恋爱脑！甜蜜flow引爆心动,8669853541
另类丨独立丨你第三只眼里的尘埃,8468875503
我歌唱濒死的白昼,2763427679
宝藏挖掘机|分享好音乐和金曲,7487805161
【永劫无间】单排 练刀必备,7758374374
新式后摇 | 致敬旅行者号 最孤独的星际行者,6806734716
【国人唱见】百首佳作，一人一曲演绎一段情,2478853012
中文R&amp;B｜日落小调｜迎着彩霞骑行,8791285411
另类独立曲风：肆意疯长 在破碎中走向新生,8719264025
治愈轻音｜要爱生活 爱自已 爱具体每一物,8529059658
"&quot;风月都好看,人间也浪漫 &quot;",7659118721
电子·中国风 I 感受角徵宫商的荡气回肠,316223640
KPop°下班路上·轻松旋律·赶走焦虑♬,8558009535
一起和我听说唱吧⚡带上耳机 10秒沦陷,8748486097
日式清新向｜超清新治愈的日语歌单,8405928935
性感高级慵懒风英文歌【持续更新】,2022042402
牛掰的人是这样拉小提琴的！,111456043
独享欧美Pop :耳机青年的深度陶醉,7336700790
Future Garage ' 孤独与守望者的悲鸣,5076804809
甜酷妆调｜一个精致女孩化妆歌单,8716116122
『国摇』一百支乐队一百种精神信仰,2179431622
喝光了回忆这杯酒 就再也无法回头,7487522877
日系可爱风｜超卡哇伊的日系甜美女声,8758710658
清爽「日语」，不要emo哦！,7841776845
「日系摇滚&amp;J-POP」城市的颓废和深情,921054212
华语R&amp;B|和喜欢的人一起听歌就有双倍的快乐,6697491422
Chill一下 | 把节奏放慢生活也是爱也是。,8304487903
City Pop |都市慢生活指导手册,993524571
日系治愈｜想成为一个温柔的人,745510353
那些超燃超带感的英文歌【精选合集no.1】,6910830828
［自然纪］生命之律｜大自然的语言,7005467
高级感｜氛围感｜舒缓英文歌｜持续更新,6993196007
一座港城，一部电影，一场大梦,111694083
英文节奏控丨适合驾车时听的轻快旋律,8175961869
香港金牌作曲人第二辑｜如果没有雷颂德,615218978
极简主义 | 听见。即诗。,71289185
美学纯音：纯粹 寂静 悠远 孤独 深邃,8573117366
微醺氤氲ღ氛围感拉满的卧室音乐,7511661482
超甜情歌：你浅浅的微笑就像乌梅子酱,8188572223
音乐激励运动·中速跑BPM160-170·壹,5070424
浪漫R&amp;B：微醺迷人 或丝般柔顺 或梦般性感,8817049067
『欧美小众』生有热烈，藏与俗常,8793174852
欧美慵懒向｜ 独行的人总会遇到有趣的人,4894076787
慵懒时光｜柔柔微风轻轻吹动着书页,8167494631
Funk舞厅 · 摇摆于复古派对,6897410885
经典放映室｜美国往事 黑白人生,4872288769
夜雀酒吧｜爵士与幻想乡少女的酒宴,2252139184
惊艳古风｜赋上离愁 泪湿青袖,8605226327
【旋律R&amp;B】｜微醺｜今夜爱意荡漾,8695606650
『曲作精选』细数古风圈原创作曲人❶,2041615881
超燃旋律|流行歌曲里的兴奋之声,7487874719
华语 | 一人一首成名曲 火爆华语乐坛,8710386174
伤感：回不去的名字叫远方,7490795215
明明在这之前 相拥的如此坚定0.8×,7751858827
当年火遍大街小巷‖90后学生时代青春回忆杀,8690937168
有氧|单车|跑步·用脚步丈量风景,8702572989
失去分享欲，就是结束的开始,7490786478
粤语女声：永远心仪,893126993
自渡自愈｜向前走，把遗憾眼泪都留在身后,8704472011
City of stars | 沉醉巴黎的橙色浪漫夜光中,8753733314
华语｜Soul/R&amp;B/方大同/陶喆/余佳运/…,7392583710
不需要过多的伴奏，清唱也是一种美,959475356
周杰伦作曲合集 | 每首都是青春的回忆,8716566718
迷幻旋律：说唱音符构筑的幻想世界,8645288639
“一 起 逃 跑 吧” 小众华语浪漫集,8468792057
英文小甜歌：欢乐轻快的阳光氛围曲,8615539052
古镇游|人间烟火气，最抚凡人心,7509719082
电音//有点撩骚的萨克斯,405849034
R＆B缠绵慵懒小调|微醺 日落 浪漫.,7819234097
K-POP | 超好听的自信旋律 节奏控&amp;开口跪,8680145811
借一点干净的阳光，让我怦然心动,7508352073
微醺氛围感| 浪漫 慵懒 极致欢愉,7371585618
释怀纯音｜爱生活 爱自已 爱具体的每一物,8528765817
华语怀旧 | 有没有一首歌 让你热泪盈眶,8654192642
微醺节奏|和你一起沉溺于浪漫,7693301112
另类流行 | 叛逆外表下的极致温柔,8468623523
韩系R&amp;B—青春奏响夏日气泡,8483647566
粤语 | 90后回忆杀 一人一首经典老歌,8668744110
舒压音乐｜温柔轻风吹散烦恼,7723551484
呛辣精选：格莱美女神豆荚猫Doja Cat,8806966062
Neo Soul｜走进律动弥漫的霓虹旅店,8756550075
「爬墙」旋律/氛围/欧美/R&amp;b/流行/说唱,8377278470
温柔缱绻在耳边｜写一封治愈的诗,7723696284
弦外有声——活力小提琴,739403485
听华语中的爵士味道，别样慵懒,474564716
乡村摇滚 I 一簇炽而不灼的篝火,530916024
华语 | 90/00后青春回忆杀 经典校园歌曲,8669844395
『异域幻想』妖精乡 · 骑士的放浪冒险谭,872527977
华语R&amp;B｜缱绻时分 节奏布鲁斯的浪漫随想,8432969313
INFP歌单 | 对抗焦虑的自救指南,8285000614
多巴胺女孩穿搭必听曲｜出街氛围曲,8440497841
浪漫R&amp;B｜丝滑节奏鼓点 绕耳心动氛围,8780381228
闭上眼睛，任由岁月温柔时间,7723509606
旋律R&amp;B｜梦幻、甜蜜、荡漾氛围的爱,7422454990
一人一首成名曲 | 90后经典华语怀旧老歌,8732354486
场景轻音乐：适合学习放松和专注的歌单,8690599436
极静氛围｜山雾暧昧 沉浸梦幻海洋里,8261376791
R&amp;B｜撩耳旋律♪极致丝滑 沉溺浪漫氤氲,8156407253
一百位爵士吉他大师•爵士乐全风格收录,905194035
韩语 | 一秒沦陷·今日心动韩语歌曲已送达,2172020327
华语 | 一人一首成名曲 总有一首歌能打动你,8707091395
「雨之摇滚·倾听爱与自由乐章」,5347651276
欧美英文｜旋律 节奏 律动 氛围,6976173486
纯 愛 战 曲 ：前奏一响 纯爱登场,8633248723
公路｜海风｜日落｜行进在愉悦的旅行之路,8451524166
耳机党福利｜超酥超好听的的英文歌单！,7091740574
治愈向｜沉溺在温柔的梦与星海中,7723847911
调低音量：尝试着把孤独藏进耳机,7687432566
【欧美】 拽姐出街 辣妹必备,7375024960
浪漫主义 献给爱与美,563131486
肆意摇滚 是自由的氧气,8111713467
华语励志｜不听反方向的钟，想做什么就去冲,8791900627
慵懒 悠闲 温柔丨浪漫的人有自己的乌托邦,8650543803
流行rap×心动旋律的不完全记录,7538684824
跑步唤醒剂：激活神经|运动不止,7513368748
精选|音乐总是让人回味无穷,7487787817
『浪漫主义』爆炸好听的旋律说唱！,8422583693
回春丹/草东/橘子海/花墙/脏手指/新裤子,2721184237
R&amp;B缓解焦虑烦躁 舒适丝滑律动 慵懒氛围,8068778420
烟雨江南｜雾雨朦胧 古韵浓香 如诗如画,8448813140
治愈纯音乐｜人间温柔 聆听时光静好,8436750387
这些声音里藏着故事（粤语男声篇）,914087134
微醺欧美：玫瑰沉溺晚霞色彩的海浪,7389092203
日系流行 | 孤独患者的霓虹夜行,6779161827
七夕恋曲|我带着浪漫的粉色烟火 走进你心里,8663480762
微醺特调｜有酒有音乐 爵士蓝调 浪漫Jazz,7824689649
国产纯音集 | 八百位音乐人，一人一曲,3222869790
宝藏歌曲：热爱每一个有你的浪漫,7487539030
摇滚|带你感受乐队宇宙中的星辰万物,5464324005
自然之音/沉浸大自然 静谧与美好之中,8374925988
「欧美氛围感歌单」奔跑在日落和浪漫里,8257649679
没人能拒绝的口水旋律,8395477812
戴上耳机|消除通勤车厢中的烦闷,7520319833
治愈情歌✨让我不动声色靠近你,7724226483
⁡欧美R&amp;B丨涩气微醺缠绵氛围感,2823286777
通勤路上的必备英文单曲,7644330173
ACG治愈｜记忆浮现日漫里的感人场景,8277789645
城市漫步City Walk：漫无目的 享受风和自由,8653065227
周末欢愉：开启快乐模式 去拥抱美好心情叭,8686856376
华语经典|那些岁月在耳机里的单曲循环,8680092125
「岁月老歌」华语经典，百听不厌,8726462917
华语 | 那些好听到爆了的经典老歌,8738262222
citywalk听什么 | 漫步在都市节拍,8552179490
日系少年音｜干净温柔 开口即心动,8155583547
城市漫步｜放慢生活 跟随音乐穿梭街区,8654678709
只珍朝夕｜在细水长流的日子里，只珍朝夕,8663228156
中文说唱 | 热爱是所有理由和答案,8436204685
伤感说唱｜原告者匿名 无爱者自由,8751868926
【精卫 | 曲风类似】发疯专用,8608975250
巴洛克流行 I 摇滚和古典的美妙结合,2903676321
『R&amp;B』温柔与慵懒交织的氤氲梦境,5204401228
街头派对｜普通或另类 不需要多余的应对,8790328051
重温｜8090后怀旧金曲 一人一首成名曲,8776532415
不安人的心里装着薄荷水,5090647718
【失恋必听】总是不经意间错过,7492470653
【日语摇滚&amp;节奏爆】感受日语女声的爆发力,6914099638
浪漫R&amp;B｜趁着微醺醉意和你讲浪漫与爱,8288895420
百首必备ACG/日系良曲精选集(普及向),65321097
精神乌托邦 | 电音如烟花般绽放希望与美好,8400492541
90后一人一首成名曲｜承载青春回忆的歌,8651598319
安静的小世界｜且停且忘且随风,8728724748
一人一首 | 90后的校园青春回忆,5462343242
『日语/等』疯批美人造成了亿点暴击❤❤❤,7318710682
New Sea丨沉没在海里，被海水呛醒。,7453574820
古风戏腔：一腔唱不尽此生悲凉,8675679753
『欧美』微醺气氛/迷幻/旖旎/性与愛共纏綿,6973206651
[静心纯音]淡淡的旋律 适合学习♪,8548192828
在华语乐海中开启「漂泊之旅」,8756970177
90后经典回忆录｜一人一首成名曲 致青春,8784861072
欧美系列|极致放空 找回自己,8399680947
华语流行：温柔的风吹皱了晚霞的心,7487760322
流金岁月 | 听歌最怕应景 触景最怕生情,8648204669
R&amp;B♡保持清醒的灵魂 总会遇到契合的人,8457636764
灵魂松弛剂：放空思绪 远离喧嚣 坠入云间,8665909492
.所以困住你的究竟是什么.【0.8X 0.9X】,8436152851
老爵士，入味地听,7352769
超级治愈英文歌曲，温柔到心里，一秒沦陷,4860069866
车载DJ|高磁场DJ_自嗨必备精神振奋,8638963025
他们只出过一张唱片，但足够精彩,96148442
无限循环丨值得一试的冷门歌曲,7659062810
心动R&amp;B：粉色鼓点 带点甜蜜浪漫的味道,8782566006
欧美控精选：沦陷上瘾倾心旋律,7358981102
粤语经典 | 一人一首代表作 重温旧梦,8734445049
华夏风骨●宫商角徵羽 五音传千年,2146003213
90后经典回忆杀｜回不去的青春时光,8791279619
治愈的歌，疲惫时暂且休息下也好,7723916684
欧美说唱藏宝阁『私人臻藏』,8276779798
欧美轻小调｜干净阳光 清新快乐小调,8727419531
古风戏腔 | 绝美虐心！一腔深情如旧,8660102240
欧美R&amp;B｜浸润梦幻氛氲上的浪漫底蕴,7725010422
黄昏将至| 蓝调R&amp;B奏响日落橘海,5193221116
听风诉说｜要爱生活 爱自已 爱具体的每一物,8529038949
小众高级感：微醺R&amp;B 慵懒暧昧 浪漫的味道,8261355008
『欧美节奏控』旋律轻快好听的英文歌,7607455542
【英文】燃爆全场的英文歌曲，嗨到天亮！,2669325401
时尚运动•必备节奏,101354498
电影慰时光 | 华语怀旧文艺片精选,490158454
去远方：有趣的人生，有一半是山川湖海,7510149093
小众高级感｜微醺 浪漫 鼓点 极致氛围感,8672841861
「郑润泽丨队长 丨h3R3」·回忆和你我都没忘,8793844264
『治愈纯音』愿你被这世界温柔以待,2031482474
【日语】希望明天永远不要到来,7698917382
节奏多巴胺｜欧美性感女嗓与氛围鼓点的碰撞,8746915907
微醺R&amp;B/慵懒随性，微醺时刻,8617399409
卧室氛围感|微醺音乐 暧昧 慵懒,8153425633
重温｜8090后经典老歌 一人一首成名曲,8776247424
通勤必备｜下班小憩公交车里听歌,7520442619
多巴胺氛围｜欧美性感嗓音与鼓点的碰撞,8743088411
浪漫高级感：微醺小调 温柔沦陷,8727720987
节奏控｜怦然心动的优美旋律,7388247922
治愈纯音乐:工作学习轻音乐|舒缓放松轻音乐,7663689847
背景音乐珍藏，总有一天你会用上的,3924483
欧美旅行 | 让耳朵先出发与音乐共沉浸,8787534857
『机车』摩旅、跑山骑行歌单,5321116636
乐队的夏天第三季｜乐队歌曲收录,8646421255
放空时刻 ·|与黄昏一起散步,7479421718
岁月留声机 | 90/00后的青春回忆杀,8697822494
老歌珍藏 | 磁带里播放的8090后青春,8693352842
综艺｜时光音乐会3 老友记 ,8715831764
暗恋 | 日落好美 该用什么理由发给你看呢,8679909052
甜腻Rap | 脸红警告 想恋爱拉！,8280619473
一人一首成名曲｜解开尘封已久的记忆,8636181568
日落轻柔小众｜海浪与晚风叙旧,7480837021
总有一天你我会越过高山,7132748606
治愈特辑｜烟火向星辰，所愿皆成真,8703557044
侠客行│江湖风起云涌，仗剑策马扬鞭,5117602648
中文R&amp;B [你的一句春不晚 我就到了真江南],8110959891
【学习私用】肝作业|刷题|追梦（持续更新）,4882838181
美式辣妹系歌单| 化妆BGM做自信大方酷girl,8728571268
『迷幻复古』沉浸在梦境的白日梦想家,2836412320
欧美R&amp;B || 慵懒旋律搭配成熟磁嗓,8099807237
曾经惊艳了8090后青春岁月的经典老歌,8685784912
小众氛围感：极致温柔 微醺小调 独众品味,8697374670
怀旧旋律：重拾记忆里的旧时光,7492122838
超甜Rap | 听了就爱上的抓耳旋律,8150624883
绿色星球•超清新治愈的纯音乐歌单,8518617360
游戏必备，起伏不断（推荐随机播放）,2581636066
B面第一首 &quot;非主打&quot;备胎的忧伤,896260777
驾车伴侣:提神醒脑 缓解疲劳驾驶,7521700142
国产说唱 | 这才是中国的rapper精神,7630846218
中英文R&amp;B/微醺缥游在浪漫时空,8436954261
捕捉快乐，跳跃的音符滑过心间,7508694106
说唱｜落日溺在云层，银河滑落大海,8090361491
欧美氛围｜落日限定 奔跑在暮色浪漫里,8427007096
【Hip-Hop街区】武装押韵，爆炸预警,7737528631
经典伤感|遗憾千万种 各有所不同,7492238936
快乐释压 | 用音乐宣泄你的小宇宙,8713422034
【旋律控】超级好听的欧美良曲,6702660581
天空一无所有 摇滚给我安慰,8479068492
中文治愈|囿于市井，而向山海,7492124128
遇见即是上上签，纵使结局不如意,8837983453
华语治愈|生活明朗 万物可爱,7465615946
潮流极致/品质歌单/车载必备/咚鼓Dj,8693697302
中文R&amp;B｜小众浪漫 优雅且慵懒,8794786861
美学电影｜画语人生，艺术的自我修养,4935031355
重温 | 8090后经典老歌 用歌声演绎时光荏苒,8814380259
私藏靓曲：每一首都让人怦然心动,7659128793
韩式温柔|细数着拼凑的甜密温柔,6597802214
微醺R&amp;B|享受此中片刻醉意,7726237700
[晚安]轻音乐温柔缓解焦虑氛围助眠（接投稿,7683513561
治愈｜在慢歌里享受独处的时光,7723854826
韩语｜生活不是电影 幸福源于珍惜,8801193808
甜甜的韩语歌｜听完想恋爱了嘛-,8045683533
每天一点轻电的跑步节奏,93817702
草东/梅卡/刘森/deca/悲伤玩具/……,8294697836
古风｜不动声色饮茶｜踏碎这一场盛世繁花,2671234627
心碎：你短暂停留，我倾尽所有,7726431694
保持心脏震荡，有人会与你共鸣。,8791099050
独处 安静 成长 | 探索内心的力量,8803527187
二次元的女孩感受不到我的爱,8212508760
氛围感 慵懒 | 把温柔与浪漫藏在晚安里,8742200748
欧美小众｜一秒沦陷的心动旋律,8156192502
〖我所挚爱的粤语男声〗,82857677
欧美新声：拥抱浪漫，把时光浪费,7718356662
适合早晨起来听的歌/治愈不开心,3031464314
日系治愈 | 微风轻轻起 我好喜欢你,7490641838
去行动吧，别停滞在无休止的迷茫和踟蹰里！,7532282276
华语独立浪漫丨一起出逃到黄昏公园,8468617465
阴霾的天气，沉郁的情绪需要放轻松,8306564455
想拥有欧美辣妹的自信！,5177401117
「 经典老歌 」90/00后校园回忆杀 精选珍藏,8778807001
浪漫R&amp;B：玫瑰万千 去做风 狂热炽热,8407539138
欧美 | 清晨起床必听的清爽英文小调,2278476617
偷个小懒，静享悠闲时光,7510317735
『惊艳女声』那些旋律沦陷的英文佳作,373584919
"长大以后|讨厌孤独,可我却只剩下它了",7659390432
时光音乐会老友记 ｜ 12期全收录,8660489484
257位西海岸说唱歌手精选,83105064
你我携手 又何惧这风雨,7749753248
解压放松｜阳光很好 请晒掉烦恼,7465657861
『纯音乐』治愈系歌曲 | 风驶过的声音是,7101075148
『欧美说唱』辣妹必听丝滑律动,2422578145
重温｜8090后怀旧华语 一人一首成名曲,8776546219
DJ至高燃心剂∥思想循环 重度威压,8790338959
在舒缓的旋律中陪你渐入佳境,7477547538
失恋救赎：总有人会教会我们成长,7726265538
治愈系｜凡是过往皆是序章所有未来皆有可盼,7659359177
90后电视剧回忆 | 主题曲里的青春,8785557510
秋露渐寒｜寒露已至 一夜凉寒一叶秋,8788168195
初恋BGM|目光明暗交杂 你一笑生花,7530558937
落日和你｜开着车吹着风，我们一起追逐落日,8741679052
超棒的日系组合｜夜鹿 YOASOBI 真夜中,7519341475
不期而遇丨indie音乐场景·「韩国乐队」,757295465
高级感chill｜慵懒放松 卧室暧昧氛围,8413001593
手机电量剩3%也要听的冷门歌曲,7658963980
华语 | 90后回忆杀 时光匆匆用歌声留住青春,8608579554
那一年分开的太仓促了我欠你一句话,8282367832
找到生活的烟火气，过向往的生活,7479441419
小众英文 ｜ 独立宝藏音乐挖掘计划,968316152
『KEEP』跑步/帕梅拉/节奏感动力歌单,4976883808
【中文R&amp;B】被指到的人进来听首歌吧！,8569359159
『小众摇滚』探索国摇的浪漫,7461372786
立秋一到才惊觉 自己已经想了你一个夏天,8731187379
追忆录｜记忆在人间四处流浪，孤独却灿烂,8775529845
华语R&amp;B｜世界不再贩卖焦虑，开始流行快乐,7507884407
元气清晨｜早晨起床必听的清爽英文小调,8742919802
「BTC4」这tm的才叫音乐｜时间减速带 ,8282413383
工作|运动|学习| 全英背景音乐,7420946754
华语｜火爆华语乐坛 当年堪称神仙打架,8648880358
伤感夜话：坏情绪在循环播放,7726141788
艺术之魂丨电影中那些至美的「肖邦时刻」,7019680451
夏日入侵企画/棱镜/告五人/落日飞车/橘子海,6830365315
欧美轻松清晨∥用音乐和阳光迎接活力与热情,8468655342
麻园诗人闭上眼睛的声音巡演歌单、精选必听,7317160815
「欧美 超燃 节奏」女生既可以美也可以酷,7499330006
橘色释压：微醺特调，内卷中的舒心剂,7412578499
0.7x0.8x听完这些歌就彻底忘掉你吧,4911688870
辣妹们出街 | 全网最正的辣妹歌单,623793500
KPop°韩流热潮·一起感受solo魅力,8490673603
『欧美氛围』轻微节奏，趁落日浪漫出逃,8433165333
INTJ｜Chill° 清醒 独立 自由 孤独 沉浸式,8811516036
KPop韩系°随机舞蹈 心随鼓点♢,8603298161
氛围感｜暧昧撩人的小众音乐.,7438339478
到此为止｜如果你在风里站了太久，回头吧,8729914162
吹吹晚风｜从前听故事的人 也讲起了故事,8639871413
90后回忆杀｜回头看 轻舟已过万重山,8721179618
神仙综艺live：教科书级别的现场,8760004461
